study,subgroup,panel,horizon,n,outcome,brier,auc,observed,predicted,observed_expected,mean_bias_pp,events
primary,age50_64,laboratory,15,631,all_cause,0.1689522458179496,0.6933978130400271,0.2431176068143807,0.2694623612545185,0.9022321547340183,2.6344754440137814,160.0
primary,age50_64,laboratory,15,631,ihd,0.07007260918194813,0.6777632990526358,0.07815811087810941,0.08036408177393702,0.9725502880499155,0.2205970895827608,54.0
primary,age50_64,laboratory,15,631,heart_failure,3.3047769061928484e-05,,0.0,0.005285649200886851,0.0,0.5285649200886852,0.0
primary,age50_64,laboratory,15,631,stroke,0.009454267900127033,0.7393481158710051,0.009555892677262146,0.016843311759767114,0.567340485859075,0.7287419082504968,8.0
primary,age50_64,laboratory,15,631,hypertension,0.002338384049068694,0.8744738618215699,0.0023494539141583107,0.004867918118576564,0.48264039306505807,0.2518464204418253,3.0
primary,age50_64,laboratory,15,631,aortic_aneurysm,0.004633900958410316,0.7132683827567272,0.004651523239084447,0.0014153335535848535,3.2865208539024255,-0.3236189685499593,2.0
primary,age50_64,laboratory,15,631,chronic_respiratory,0.01352046113870346,0.7814265714630939,0.013956563054401924,0.012014353389356976,1.1616574444002514,-0.19422096650449483,7.0
primary,age50_64,laboratory,15,631,dementia,0.0025885273788146287,0.7788606946074186,0.002598268309499553,0.0023589301213771323,1.1014604824252685,-0.02393381881224208,1.0
primary,age50_64,laboratory,15,631,diabetes,0.00923384425051376,0.6893485669342636,0.009317699072900433,0.004533117524112785,2.0554726462169275,-0.47845815487876475,6.0
primary,age50_64,laboratory,15,631,renal,6.066779229769168e-06,,0.0,0.002157459690432497,0.0,0.2157459690432497,0.0
primary,age50_64,laboratory,15,631,chronic_liver,0.0015112454856584599,0.4721727410838144,0.001507430035584218,0.0032952764825660537,0.45745176271533133,0.17878464469818356,1.0
primary,age50_64,laboratory,15,631,lung_cancer,0.01555702753822894,0.4183250895179079,0.01564157186274758,0.01394994872186431,1.1212637533378114,-0.1691623140883272,15.0
primary,age50_64,laboratory,15,631,colorectal_cancer,0.007153135170487099,0.2781509622749941,0.007173604035488965,0.006410839918891639,1.1189803717215887,-0.07627641165973265,6.0
primary,age50_64,laboratory,15,631,pancreatic_cancer,0.008455984407299269,0.6589715431881493,0.008524930418990335,0.0035694002706289888,2.3883369117042452,-0.49555301483613473,4.0
primary,age50_64,laboratory,15,631,breast_cancer,0.00012592595685750437,,0.0,0.007977825777077919,0.0,0.7977825777077918,0.0
primary,age50_64,laboratory,15,631,prostate_cancer,0.003580943986579164,0.9058425641096183,0.003623673751257342,0.0046447963845676465,0.7801577187101273,0.10211226333103046,3.0
primary,age50_64,laboratory,15,631,gastric_cancer,0.005885122861479439,0.603887684848752,0.0059142002790922915,0.0030437229806741734,1.9430809954269617,-0.2870477298418118,5.0
primary,age50_64,laboratory,15,631,hematologic_cancer,0.004531271585371541,0.6904662389201079,0.00453392000175644,0.008995315949470293,0.504031212158082,0.44613959477138526,3.0
primary,age50_64,laboratory,15,631,infection,0.01021956215301649,0.8795245253397308,0.010460226462132195,0.008516621382319593,1.2282131601913764,-0.1943605079812602,5.0
primary,age50_64,laboratory,15,631,external,0.006990738836066548,0.5391517713278077,0.006999968475427858,0.00986533813568734,0.709551804423798,0.28653696602594814,4.0
primary,age50_64,laboratory,15,631,other_or_unresolved,0.054579266332109834,0.6076398169175052,0.05815057034648724,0.06935312011873881,0.8384708611080252,1.1202549772251573,33.0
primary,age65_74,laboratory,15,1128,multistate,0.744704775347422,,,,,,
primary,age65_74,laboratory,15,1128,all_cause,0.22793443312240133,0.656904395561725,0.5773087626994938,0.5751967438264112,1.0036718199394399,-0.2112018873082655,661.0
primary,age65_74,laboratory,15,1128,ihd,0.1596050502293389,0.5819496223964341,0.19831359088762446,0.1739377248648455,1.1401413410559422,-2.437586602277897,225.0
primary,age65_74,laboratory,15,1128,heart_failure,0.009358924266613972,0.42603632916183065,0.00941273800854659,0.011365583477363349,0.8281790395797796,0.19528454688167596,12.0
primary,age65_74,laboratory,15,1128,stroke,0.04391261745023605,0.7010875285800271,0.047414283813134346,0.049916764888548334,0.949866921844767,0.2502481075413988,79.0
primary,age65_74,laboratory,15,1128,hypertension,0.011789605493941173,0.7867769625978646,0.012057358462007057,0.01092250269223361,1.1039007086334143,-0.1134855769773447,14.0
primary,age65_74,laboratory,15,1128,aortic_aneurysm,0.005999530977260849,0.5692797373446636,0.006025773987005578,0.0028521147992339817,2.112738936253188,-0.31736591877715964,6.0
primary,age65_74,laboratory,15,1128,chronic_respiratory,0.019953582108509563,0.6977886457726424,0.020572143029949152,0.02070785862783516,0.9934461790412465,0.01357155978860096,24.0
primary,age65_74,laboratory,15,1128,dementia,0.0014667735546488021,0.6392473082472527,0.0014565407085956029,0.004865879642410075,0.29933759476923205,0.3409338933814472,2.0
primary,age65_74,laboratory,15,1128,diabetes,0.014160380306173352,0.5952522914589252,0.014354844821678753,0.009261936425900529,1.5498751191528555,-0.5092908395778225,15.0
primary,age65_74,laboratory,15,1128,renal,0.009843903259944208,0.45917535882113014,0.009904768334832007,0.005066378999512637,1.9549994849940762,-0.4838389335319371,10.0
primary,age65_74,laboratory,15,1128,chronic_liver,0.00184617473589532,0.8864458713648866,0.0018416159969442524,0.005282733895594729,0.34861040388197023,0.34411178986504765,3.0
primary,age65_74,laboratory,15,1128,lung_cancer,0.025313532291666888,0.7091454412813479,0.026300637213463568,0.022441012545149856,1.1719897736587597,-0.38596246683137125,26.0
primary,age65_74,laboratory,15,1128,colorectal_cancer,0.016517876673651656,0.605444173151023,0.016807113826244127,0.012227291988888542,1.3745573297437783,-0.45798218373555855,22.0
primary,age65_74,laboratory,15,1128,pancreatic_cancer,0.010297923480234823,0.3100887745415019,0.01036497976176677,0.006692642288180345,1.548712648227445,-0.3672337473586424,12.0
primary,age65_74,laboratory,15,1128,breast_cancer,0.006740326186682157,0.6227413180757492,0.006583932883364498,0.01700206263886357,0.38724318473658864,1.0418129755499075,3.0
primary,age65_74,laboratory,15,1128,prostate_cancer,0.011662991154255875,0.8174390386931903,0.012000141682719382,0.008186480298336988,1.4658487219662772,-0.38136613843823935,18.0
primary,age65_74,laboratory,15,1128,gastric_cancer,0.003264485671233137,0.6441090083659179,0.0032709279930242703,0.005549912765761981,0.5893656587186348,0.2278984772737711,4.0
primary,age65_74,laboratory,15,1128,hematologic_cancer,0.01211538921802127,0.6337664175672637,0.012291241737621883,0.015096796163617199,0.8141622635962581,0.2805554425995315,8.0
primary,age65_74,laboratory,15,1128,infection,0.029018625182245936,0.5732940385353973,0.02988451363719346,0.021335828108538346,1.4006727784441622,-0.8548685528655113,28.0
primary,age65_74,laboratory,15,1128,external,0.014271336548598105,0.48788158758395817,0.0143818002316834,0.016367956476692293,0.8786558207289256,0.19861562450088927,14.0
primary,age65_74,laboratory,15,1128,other_or_unresolved,0.10963131343586878,0.5548507747754217,0.12406981568209459,0.1561172822389043,0.7947218520767747,3.204746655680972,136.0
